,Unnamed: 0,Date,User,tweet
101,101,2023-01-12 19:52:54+00:00,dellyranksindia,wipro promotes over executives to stem attrition at top level
102,102,2023-01-12 18:54:41+00:00,GurudattJRao,the low attrition on companies shows that people are now focusing on stable jobs rather than going for or job switch
103,103,2023-01-12 18:01:59+00:00,ppressjournal,it majors revenue grows yoy to rs cr the attrition rate has been recorded at in qfy in qfy it was at a higher
104,104,2023-01-12 17:28:56+00:00,WithRitesh,solid results from strong topline and tcv growth fy guidance upped constant currency revenue solid beat attrition peaked at indian it names reporting much better numbers then estimates
105,105,2023-01-12 15:12:19+00:00,Bhavana_DC,it majors revenue grows yoy to rs cr the attrition rate has been recorded at in qfy in qfy it was at a higher
106,106,2023-01-12 14:56:19+00:00,INDmoneyApp,key insights from tcss earning report what was the dividend attrition rate and operating margin in dec quarter of
107,107,2023-01-12 14:42:52+00:00,tradingonchart,infosys attrition rate declines to net profit increased telegram open zerodha demat
108,108,2023-01-12 14:34:47+00:00,ETNOWlive,solid showing from all around profit figure comes at rs cr constant currency at better than expected attrition comes down to explains the numbers
109,109,2023-01-12 14:29:29+00:00,Cityinvestclub,rev up yoy and qoq in cc om at fy rev guidance revised up by from eps at up yoy fcf at cr down yoy completed buyback of cr out of total cr at share attrition at marginally down from q
110,110,2023-01-12 13:16:09+00:00,SagarGu83495305,q resultsbeats estimates profit rises yoy to rs cr revenue grew by to rscr the attrition rate fell to in q
111,111,2023-01-12 12:49:17+00:00,IdeaNifty,earnings shows revenue peaked going to be challenging to maintain the margin with attrition already impacted the operating margin this qtr with current revenue of bn and market cap of b pe of is not sustainable
112,112,2023-01-12 11:32:03+00:00,StocksMarathi,revenue growth yoy cr profit growth yoy cr attrition rate tcv billion
113,113,2023-01-12 11:28:14+00:00,MoneyLifeDecode,attrition down to from it augurs well for the stock price
114,114,2023-01-12 11:24:43+00:00,moneycontrolcom,it major infosys saw a significant decrease in attrition for with attrition falling from to on a trailing month basis more info by
115,115,2023-01-12 11:06:37+00:00,lmspl,lms update on jan operating margins of remain resilient due to cost optimization benefits attrition reduced meaningfully during q attrition at in q down by from in q reduced meaningfully disclaimer
116,116,2023-01-12 11:03:27+00:00,assetyogi,revenue rises sequentially to rs crore net profit at cr up qoq revenue guidance revised at earlier attrition rate vs qoq new clients added in q strongest large deal wins in quarters at billion
117,117,2023-01-12 10:50:55+00:00,DarshilPandya24,net profit at crup qoq revenue guidance revised at earlier attrition rate vs qoq new clients added in q strongest large deal wins in quarter at billion strong growth in cc despite seasonally weak quarter
118,118,2023-01-12 10:50:11+00:00,CNBCTV18News,net addition of employees in took a major hit slipping to from over in the previous quarter however its attrition rate has come down to from in
119,119,2023-01-12 10:27:57+00:00,raviagarwal108,attrition highlights the slowdown in sector buying at current levels with global recession uncertainty doesnt seems right buying near historic pe would be good hope we see levels for buying in
120,120,2023-01-11 06:16:31+00:00,MAPATWARDHAN,well return to precovid rhythm next year shivani shinde
121,121,2023-01-10 09:51:18+00:00,FinancialsMt,tcsq positives revenue crosses bn mark and cc revenue above est margins bp qoq as supply side pressure abates announces total div of rs attrition drops after quarters of uptick to mgmt says to exit fy with margin
122,122,2023-01-10 06:06:10+00:00,Invest2CWealth,revenue cr rises yoy and qoq net profit cr rises yoy and qoq attrition in q agains in q rs as dividend
123,123,2023-01-10 03:43:53+00:00,ZoomStocks,preopen declared yoy growth in revenues amp increase in net profits the company has an order book of bn amp the ltm attrition rate stood at the company declared a dividend of rs per share including a special dividend of rs
124,124,2023-01-10 01:59:55+00:00,VarunDubey85,tcs qfy revenue good but profit below est rev vs rev vs ebit vs margin vs pat vs cc rev growth at attrition rate vs dividend rs
125,125,2023-01-09 18:54:00+00:00,Equity_alpha,cc revenue growth vs orderbook bn vs bn ebit margin vs net headcount addition ltm attrition rate vs fy pex x vs historical yr forward of x leaves room for downgrades
126,126,2023-01-09 18:44:30+00:00,Equity_alpha,growth momentum slowed deal win below expectation doesnt include bsnl deal attrition stabilised ebit margin expansion below street expectation despite reduction in employee count after many quarters valuation at significant premium on yr forward pex basis
127,127,2023-01-09 18:30:35+00:00,MoneyLifeDecode,pretty robust results from and the special dividend is icing on the cake revenue up yoy net profits up yoy profit margin attrition rate
128,128,2023-01-09 17:51:42+00:00,JayKar2305,not worth getting caught in by taking a bullish position based on top line and dividend declared there are equally opposite bearish parameters attrition rate is still high with negative growth in employee intake suggesting possible q negative impact on growth
129,129,2023-01-09 16:08:08+00:00,AshVerma111,deal wins bn vs bn qoq but within the guided range of bn attrition vs qoq headcount down by and announced interim dividend of rs sh special dividend of rs sh total rs sh record date jan
130,130,2023-01-09 15:26:17+00:00,equitybulls,tcs headcount at as of dec
131,131,2023-01-09 15:23:47+00:00,Omkars_96,co says looking ahead and beyond current uncertainties our longerterm growth outlook remains robust co says it services attrition on an ltm basis expected to fall further in coming quarters
132,132,2023-01-09 14:55:02+00:00,India24hoursliv,tcs headcount comes down by employees during qfy first decline since june quarter
133,133,2023-01-09 14:52:11+00:00,IND_Capitalist_,qfy results company reported robust growth in its topline and industry best attrition margin improvement might happen over the next quarters company also announced a dividend of share
134,134,2023-01-09 14:14:07+00:00,itribe_,tcsq results main highlights results analysis on the basis of metrics revenue growth new contracts operating margin eps growth attrition rate the blog is live now on itribe app check here
135,135,2023-01-09 13:52:35+00:00,WealthEnrich,ise kehte hai jordaar results excellent q revenues eps opm amp attrition down to impressive on all fronts agressive new client additions amp cloud computing amp order book at bn book to bill bumper dividend of rs
136,136,2023-01-09 13:34:03+00:00,maduraitrading,employee addition is negative means scale down likely that they have fired a lot of employees in the quarter
137,137,2023-01-09 13:13:46+00:00,sandipsabharwal,attrition at still remains very high by historic standards its a challenge for most technology companies
138,138,2023-01-09 13:10:00+00:00,FortuneIndia,has reported yoy rise in its consolidated net profit at crore while consolidated revenue from operations jumped yoy to crore
139,139,2023-01-09 13:06:07+00:00,DevinaSengupta,the high in sector continues as had reported attrition q vs q interesting point by hr head on middle amp senior employees with yr tenure
140,140,2023-01-09 12:49:17+00:00,ZeeBusiness,tcs attrition rate declined marginally to per cent on a sequential basis in the octoberdecember quarter of this fiscal the company made a net addition of employees during the quarter
141,141,2023-01-09 12:48:02+00:00,EnSaluja,tcsq positives revenue crosses bn mark and cc revenue above est margins bp qoq as supply side pressure abates announces total div of rs attrition drops after quarters of uptick to mgmt says to exit fy with margin
142,142,2023-01-09 12:43:45+00:00,moneycontrolcom,attrition in stood at a slight decline from in qfy on a lastmonth basis more info
143,143,2023-01-09 12:39:08+00:00,InvestRepeat,q results are out revenue up yoy profit up yoy operating margin down yoy order book stands at billion net headcount decreased by attrition rate people leaving company is at dividend declared
144,144,2023-01-09 12:34:31+00:00,Reematendulkar,rev beat margins slight miss cc rev at vs est ebit margins at bps qoq est at tcv steady at b vs b net addition of k last qtr k ltm attrition at last qtr quarterly annualised attrition dn
145,145,2023-01-09 12:28:52+00:00,marketsday,this is the first time the net addition has declined in quarters tcs added employees during qfy which was also a significant dip
146,146,2023-01-09 12:26:02+00:00,AoI_VenturesLtd,q ltm it services attrition rate as expect to fall further q order book at bn q net headcount addition co looking ahead amp beyond current uncertainties longer term growth outlook remains robust
147,147,2023-01-09 12:23:12+00:00,businessupturn,tcs attrition rate falls to in q as the company hires new employees
148,148,2023-01-09 12:20:54+00:00,EquityBuzzz,rev up yoy led by na amp eu ltm attrition at dividend rs special dividend rs rev cr yoy pat cr yoy q cr eps order bk bn
149,149,2023-01-09 12:20:28+00:00,moneycontrolcom,this is the first time the net addition has declined in quarters tcs added employees during qfy which was also a significant dip read on by
150,150,2023-01-09 12:12:31+00:00,StocksMarathi,tcs quarterly result profit yoy crs revenue yoy crs dividend rs per share rsshare interim rsshare special attrition net margin
151,151,2023-01-09 12:12:11+00:00,CNBCTV18News,said its total workforce was reduced by employees in the while attrition slowed down marginally to
152,152,2023-01-09 12:06:20+00:00,dishant2270,q surprise surprise special dividend of inr rs inr interim dividend declared total dividend inr declared attrition down to revenues eps cloud computing firing amp order book at b book to bill opm
153,153,2023-01-09 05:20:43+00:00,ETtech,in a quarter of higher furloughs holidays is expected to report a margin improvement of basis points sequentially to about led by higher efficiency lower attrition and rupee depreciation
154,154,2023-01-09 02:41:43+00:00,trendy_stocks,theboard will meet to consider and approve earnings for the quarter and months ended dec expected to see a moderate growth in revenue due to the impact of furloughs and yearend holidaysbutprofitability will improve sequentially on better utilisation and lower attrition
155,155,2023-01-04 10:50:02+00:00,gst_itbuddies,einvoice mandatory for turnover above crore from october
156,156,2023-01-04 08:50:03+00:00,Analyticsindiam,while is shaking things up by realigning its operating model to fully embrace the customer journey with a recordbreaking billion in revenue last year its anyones guess just how far tcs will go in with this exciting new structure in place
157,157,2023-01-03 03:35:00+00:00,s_arora_balance,why the it sector is witnessing a big downfall in employee eg quite quitting and high attrition answer practices good article
158,158,2022-12-30 09:22:06+00:00,SauravDabas2,why it attrition is high despite a risk of recession
159,159,2022-12-30 08:17:02+00:00,gst_itbuddies,einvoice mandatory for turnover above crore from october
160,160,2022-12-28 15:24:25+00:00,stalkmarketin,behind the stage
161,161,2022-12-28 09:08:13+00:00,Analyticsindiam,lets review the year that was for the worlds seventhlargest technology service provider company
162,162,2022-12-26 10:46:59+00:00,SamHope40223413,the backstory to infosys ceo vishal sikkas resignation mint the company owned by fatherinlaw of forner ceo of sikka now ceo other appointees include ex bristol myers squibb the company that purchased
163,163,2022-12-26 07:55:13+00:00,ShRuttiK,hr calls newly recruited employees and give them termination letter without any fault whats going on why your team doesnt listen to anyone what is your strategy
164,164,2022-12-24 12:30:20+00:00,TechCircleIndia,workers cannot take up additional job against employers interest labour minister
165,165,2022-12-23 04:56:54+00:00,gajohr,call it tesla owner is doing amp should be fired as per policy
166,166,2022-12-22 09:33:27+00:00,FinThrust,what are your views on moonlighting
167,167,2022-12-22 08:37:44+00:00,iturathore,tech mahindra recorded the lowest rate at during julyseptember while clocked the highest attrition rate at during the same period indias largest software exporter tcs reported a sequential uptick in attrition up basis points
168,168,2022-12-20 12:47:42+00:00,sanjivajha,it is not your concern if they failed to do their job because they are fatigued from moonlighting or overdoing it at the gym
169,169,2022-12-20 11:30:25+00:00,TechCircleIndia,workers cannot take up additional job against employers interest labour minister
170,170,2022-12-19 16:24:52+00:00,GokulaK32355117,arent most of the fifa players few of them like and playing for their country and multiple clubs mncs in have a problem when employees with monthly salary less than per minute pay of these great players
171,171,2022-12-16 12:50:37+00:00,sathish_0207,amp employees bargaining to employers amp employers bargaining to employees to
172,172,2022-12-14 17:47:33+00:00,gajohr,says a man who fired people while heahem being the chief strategy officer for rishad premji was chairman at the same time is this moonlight sunlight starlight or
173,173,2022-12-13 20:27:40+00:00,KristiTalmadge,ty millions of us it stem workers were forced to train amp other replacements amp then got fired they were meant to be temp work visas consulting companies like worked with greedy corporations to screw over us citizens
174,174,2022-12-13 08:30:18+00:00,jais_george,moonlighting the road ahead
175,175,2022-12-12 08:41:00+00:00,kunal_015,if moonlighting means working simultaneously for two companies then i guess there should be a term called sunlighting which would mean overworking for one company and getting burnt out
176,176,2022-12-12 08:38:39+00:00,moneycontrolcom,tata consultancy services is facing a lawsuit in the us for its alleged discriminatory hiring practices plaintiff shawn katz worked for the company for nine years before being let go read on by
177,177,2022-12-10 15:58:10+00:00,MAPATWARDHAN,on credit suisse warning of fall it stocks tumble
178,178,2022-12-09 12:33:08+00:00,NikhilD93,either layoff or loss which will company prefer
179,179,2022-12-09 10:59:56+00:00,CorpHRhq,for some organizations moonlighting has become a matter of major concern while for some organizations its a normal practice that should be acceptable
180,180,2022-12-06 04:55:39+00:00,MAPATWARDHAN,it sector may be ripe for the cherrypicking
181,181,2022-12-06 04:30:21+00:00,jais_george,what is moonlighting what triggered the debate and what is happening
182,182,2022-12-05 22:29:00+00:00,Tanmoy_from_JPG,goi ministers spending so much of energy in state elections hows that not if its fine or just pragmatism why were the employees allowed get fired
183,183,2022-12-05 19:47:12+00:00,sdebbarman1998,the internet is a cruel place
184,184,2022-12-05 10:51:17+00:00,inteachings,salary in it sector has to be based on company experience subject salary has to be organized to fight loss
185,185,2022-12-01 14:24:18+00:00,ETHrWorld,indian software exporters are battling a reduced onsite strength in us due to high and visa restrictions putting pressure on revenues of firms like even as clients increasingly turn to offshoring amid pandemic woes
186,186,2022-11-30 06:30:09+00:00,businessreviewL,gig work is rising in the workforce azim premji read more
187,187,2022-11-29 09:43:03+00:00,TheLayoffBot,wipro visitors are discussing potential andor actual layoffs at wipro see the discussion at wit
188,188,2022-11-22 14:45:08+00:00,sathish_0207,due to profit decling many companies like facebook cisco amazon google infosys cts started to laying off their employess tata motors yearly made the loss of crore but still didnt layoff any of their employees
189,189,2022-11-19 08:04:13+00:00,indra_jith7,just imagine what if will start to layoff jobs in india
190,190,2022-11-18 15:39:40+00:00,ForamParekh7,the biggest example of stock trading near its life time highs post resignation of promoters is too will sail through this storm
191,191,2022-11-18 03:07:45+00:00,Medical_Nomad_,wipro fresher salaries in lpa wipro fresher salaries in lpa in the same period indian per capita income has almost doubled price of milk is up of salary goes to room rent in metro cities
192,192,2022-11-17 08:30:07+00:00,jais_george,infosys to roll out variable pay for q
193,193,2022-11-17 08:30:05+00:00,ETTelecom,infosys to roll out variable pay for q
194,194,2022-11-17 01:15:54+00:00,dellyranksindia,infosys to roll out variable pay for q
195,195,2022-11-16 18:03:44+00:00,pifin_social,q fy net margin at net profit jumps yoy to cr total income jumps yoy to cr key metrics net headcount addition of ltm it services attrition rate at net cash from operations at cr
196,196,2022-11-16 12:00:17+00:00,jais_george,after it other services firms taking a relook at moonlighting policy
197,197,2022-11-16 12:00:16+00:00,ETTelecom,after it other services firms taking a relook at moonlighting policy
198,198,2022-11-16 10:00:17+00:00,jais_george,after it other services firms taking a relook at moonlighting policy
199,199,2022-11-16 03:00:15+00:00,jais_george,can employee moonlighting be prevented
200,200,2022-11-16 02:30:10+00:00,jais_george,after it other services firms taking a relook at moonlighting policy
201,201,2022-11-16 01:01:21+00:00,indiacom,this it company to allow employees to take up gig jobs with prior consent
202,202,2022-11-15 10:42:13+00:00,ET_CIO,the company is looking at allowing side gigs as long as they do not interrupt the work at tech mahindra and is only for a short duration said harshvendra soin
203,203,2022-11-15 06:00:14+00:00,jais_george,tech mahindra to roll out moonlighting policy soon
204,204,2022-11-15 05:12:41+00:00,business_today,kris gopalakrishnan cofounder of infosys told bt that the issue should be seen from the perspective of employeeemployer contracts read more in this story by
205,205,2022-11-14 13:23:28+00:00,arnav_d,a in an exclusive conversation with me it stalwart kris gopalakrishnan opens up about all the issues the it sector is facing today moonlighting headwinds for the sector and delay in onboarding process for employees
206,206,2022-11-14 13:13:08+00:00,business_today,kris gopalakrishnan cofounder of infosys told bt that the issue should be seen from the perspective of employeeemployer contracts read more in this story by
207,207,2022-11-12 06:00:21+00:00,jais_george,tv mohandas pais advice for young techies work hours keep learning and save
208,208,2022-11-12 02:18:53+00:00,dellyranksindia,are we headed for dotcom bust
